age,income,credit_score,employment_type,loan_amount,existing_loans,spending_ratio,loan_status
55,83080,637,1,17803,3,0.5381191906333784,1
54,113348,826,1,444218,0,0.6686942033579004,0
44,99335,755,0,333905,3,0.76847503687751,0
42,46312,568,2,133574,2,0.6047249371638362,0
25,125156,487,1,207382,4,0.24304125067775345,0
53,86985,828,2,345723,3,0.5293124197115417,1
56,140641,733,2,414379,0,0.29140133155064796,1
40,77608,587,1,466596,3,0.7003927426471193,0
39,109962,798,1,471099,4,0.6764402409463215,0
55,120963,740,0,187957,1,0.8950357344364794,0
37,60277,602,0,222412,3,0.6401668612558754,0
54,51551,386,1,41764,2,0.7600965596687592,0
29,109813,737,2,490998,4,0.3878014956221828,1
46,76597,840,0,198198,0,0.43801689470718586,1
22,121025,321,0,244066,4,0.8419169766644861,0
29,144342,816,1,203296,1,0.7286345817380215,0
29,65212,802,1,314199,0,0.6586884223583463,0
37,29637,766,1,318743,1,0.37781938480812816,0
21,63258,400,1,349931,1,0.6890045501076156,0
45,55693,440,0,214112,2,0.8207345515293658,0
45,29824,437,0,306864,3,0.3615583584262595,0
59,149553,527,0,98120,2,0.6942867635410762,0
55,46950,580,2,180556,2,0.4755857673782561,0
23,43488,730,0,132976,2,0.283137189058434,1
57,147870,339,0,381211,0,0.7344224735735774,0
50,124544,818,1,174924,3,0.3169957524290355,1
58,135200,510,0,18219,3,0.3770273914432599,0
54,20215,601,0,375652,0,0.7480594286150846,0
32,125603,385,0,95351,2,0.7194929499372462,0
39,31523,696,1,316009,2,0.3779281462310765,0
57,95900,552,0,59457,1,0.8586752300424569,0
37,88689,832,0,95159,1,0.35069965755403404,1
30,43834,680,2,435033,4,0.8955355504748226,0
32,54474,743,2,205065,1,0.7165299103660077,0
36,63066,332,2,98391,3,0.47475538338598183,0
44,119871,559,2,450596,0,0.2912444446637388,0
39,30400,533,1,317544,2,0.42435696861172956,0
28,145211,814,2,303402,4,0.3356169580255341,1
51,30345,607,0,217078,1,0.6352877105458135,0
41,53896,369,2,185029,4,0.44979860719656967,0
37,105430,753,1,378610,0,0.4065050828706999,1
43,48899,738,2,154353,0,0.7299932342028606,0
57,126171,663,2,82264,4,0.36141960439512816,1
36,48229,780,1,187403,4,0.6108225221978533,0
26,137053,443,1,181752,4,0.33621726497648197,0
28,25583,323,1,436939,2,0.7003590254131669,0
45,24897,724,1,146234,3,0.6375850386268176,0
38,140406,474,1,230880,1,0.7587074606239217,0
45,91537,624,1,499240,1,0.2479479523338753,0
32,129417,647,0,376021,1,0.34707381465351506,1
35,24567,317,2,449311,4,0.30812225238742597,0
46,94807,343,2,278482,4,0.3333928682000156,0
46,149648,454,1,223904,4,0.2721098553966355,0
52,132652,676,1,16675,2,0.593457331005251,1
30,97239,701,0,94606,2,0.6154019849353882,0
36,33329,524,0,287224,2,0.7904428289158072,0
27,121045,516,1,248747,2,0.49241672351063387,0
37,137708,330,0,253585,0,0.5726692991521134,0
43,91792,358,0,281080,2,0.8939128415877777,0
46,20228,652,1,15019,2,0.5722915583514254,0
41,110282,744,1,242790,2,0.6015032614264113,0
42,102214,534,1,465498,1,0.8971421904141688,0
27,57052,406,1,447897,1,0.8958905670148407,0
34,77769,490,2,355448,1,0.49682131191810086,0
35,66032,829,2,209933,3,0.6444627807220751,0
27,131694,544,1,9486,0,0.5365617554860772,0
29,108721,375,0,349165,4,0.7045008161600401,0
28,53686,846,1,215936,2,0.8568705647933741,0
43,96981,566,2,123411,1,0.4167615158612913,0
49,118802,616,0,155184,0,0.7732126193072588,0
38,83261,420,2,56697,2,0.6583942529431861,0
51,22809,324,1,60998,3,0.3961293608919521,0
50,123265,731,2,114537,4,0.7581097607273954,0
59,61785,459,2,364960,2,0.49899311343830005,0
55,56547,413,2,31576,4,0.28427802283690645,1
38,62818,801,0,186172,2,0.8953914500930664,0
59,120422,465,2,375208,3,0.4979524330806232,0
37,91927,474,0,86238,0,0.5790867831633129,0
34,85681,300,1,419536,4,0.7655732115346325,0
51,99465,385,1,220045,4,0.8726132945839533,0
44,109862,619,2,130885,0,0.811021494972221,0
55,115527,700,0,70729,4,0.5675372454610966,1
54,133221,681,1,95853,1,0.5819872528731806,1
23,57333,617,0,126992,0,0.396620855626764,0
57,146457,549,0,230090,3,0.5239620147113586,0
46,36576,824,2,483095,2,0.862787217522603,0
43,139875,555,2,296288,2,0.7088586607570593,0
59,59405,606,0,392287,0,0.20831389351907306,0
35,114000,443,0,193398,1,0.28155474727591867,0
24,93779,690,2,344292,3,0.8466678889704986,0
49,51601,468,0,286451,2,0.7941035302493298,1
42,87946,597,2,327742,2,0.5403151260238779,0
45,87356,532,0,417839,1,0.6318847966070811,0
33,72116,570,2,156321,4,0.4027522072665074,0
38,120825,359,0,471981,0,0.7549815264702968,0
53,144749,595,2,96810,1,0.6223222128226079,0
36,137256,766,0,370014,1,0.6863779938191406,0
22,124186,534,1,77131,1,0.46243688660629856,0
55,82894,533,1,361282,1,0.5013066045580363,0
54,54635,667,0,174449,4,0.34537745807511977,1
50,27465,531,1,450581,3,0.8636367800446103,0
33,76754,790,0,370556,1,0.8625899142706022,0
33,117975,802,0,301695,1,0.7724258730679328,0
38,112850,680,1,310070,0,0.8548885834394286,0
52,129765,727,0,95214,2,0.6657296368062651,0
52,105119,663,2,354894,4,0.36425630851215235,1
55,112691,501,0,43599,1,0.7321473655347439,1
59,58871,445,0,234417,3,0.42769334646919166,0
49,82874,756,1,114490,3,0.5083371825088898,1
49,97733,434,2,360474,3,0.3920451146987588,0
36,49511,563,0,27593,0,0.4965353424048888,1
30,100960,363,0,458550,3,0.6755221559596865,0
50,68821,790,0,230472,0,0.27742739291352086,1
45,85776,340,0,114865,4,0.2736448502951115,0
59,138128,595,0,458109,3,0.6786390084616993,0
40,90167,302,0,178708,2,0.7457068167422252,0
25,95135,409,2,467441,1,0.5860266792986555,0
21,64462,520,2,438579,4,0.3271487098472258,0
50,81382,669,0,192031,2,0.5015297938526919,1
23,110194,667,0,478439,4,0.7307228656688101,0
34,123381,735,1,221989,3,0.6800131710867499,0
50,52574,303,2,234701,4,0.27690583447355904,0
24,122072,543,2,487341,4,0.8784030266707714,0
38,61910,465,0,137192,4,0.35635471662043555,1
57,93531,325,2,414707,0,0.3542726532063183,0
45,45186,694,2,48638,2,0.5219000734218191,1
21,114781,773,1,175134,3,0.4290701903000339,1
35,42813,316,1,272337,1,0.8887901920510757,0
29,98812,391,2,487360,3,0.2535428412778924,0
35,105525,782,2,20213,3,0.4145074336462943,1
44,98282,842,2,259286,0,0.4679055122991072,1
24,129779,504,0,249987,0,0.5454212956053583,0
32,38557,801,1,346910,4,0.21148450010886413,0
57,48060,699,0,220031,3,0.25765349226579637,1
57,78866,506,1,153259,2,0.3804667499108681,0
26,92104,445,1,146112,0,0.5878014571799173,0
59,120905,400,1,202374,0,0.7374400991354306,0
44,104577,540,2,34949,2,0.6805467441704645,0
31,26080,462,1,248072,0,0.5969174389058274,0
33,33854,472,0,401743,2,0.4780629878093615,0
54,142013,801,1,253066,1,0.8094861515793077,0
45,87695,846,0,474773,2,0.5218407802807823,1
27,47025,583,1,219480,1,0.409476963926251,0
24,72982,658,1,369577,4,0.6405345803964401,0
28,61081,680,2,213366,4,0.6844804976104162,0
40,24368,832,0,416973,0,0.4789291714011988,0
49,119621,462,1,292556,2,0.2197002967321402,0
30,139181,606,1,150384,0,0.2658920501656974,0
54,47094,638,0,420335,2,0.7919192243255633,0
46,66040,354,1,147876,0,0.23958354482971556,0
23,86766,632,2,190058,4,0.6144137669294926,0
26,103053,426,0,51545,4,0.3285965698145743,0
25,43991,542,2,343663,0,0.36024840387092394,0
25,21301,708,0,166071,2,0.3913337718153268,0
43,48610,802,0,363237,3,0.22680397033791433,1
29,101463,602,0,437974,2,0.3240646918982047,0
55,54678,763,1,361468,0,0.6553499891597583,0
40,44466,534,0,495702,2,0.5491019953456036,0
55,100440,337,0,467735,1,0.7581303600172551,0
38,60875,438,0,8768,2,0.2428694745860455,0
37,46081,494,2,268648,4,0.8222288073761417,0
44,44354,826,0,335130,4,0.897478972329631,0
23,113297,300,1,474988,1,0.2110179805741481,0
52,38300,395,0,383865,2,0.8773480458779532,0
55,84384,712,0,13002,3,0.365103899079714,1
58,115027,837,2,80427,2,0.6847801967442259,0
33,141684,728,1,305931,4,0.40473841017344836,1
45,80892,534,1,18898,4,0.5652690151232643,0
29,55525,648,1,408688,0,0.557292956885316,0
24,46532,780,0,85800,4,0.4527738356143505,1
34,26464,695,0,219299,0,0.7022827378018337,0
57,36562,650,1,376167,4,0.61974553730432,0
54,127392,715,1,430848,4,0.555793902760223,1
31,75514,350,2,131718,3,0.8879875183427797,0
23,133428,380,1,38743,0,0.8580065283311284,0
48,132564,335,0,214610,0,0.868805092055563,0
49,128047,366,0,248589,4,0.8169267718623014,0
29,94219,780,0,179458,0,0.37860873712806586,1
23,52634,767,2,135864,4,0.4449832216847267,1
45,20060,441,1,492002,4,0.36173823368185554,0
54,29269,655,0,441604,2,0.8903238210559925,0
32,83143,770,2,157395,0,0.3068633088344438,1
29,43065,738,2,467485,1,0.45655822889123393,1
35,22895,830,0,177391,0,0.3393310973035495,1
45,100859,426,2,465975,0,0.35641766852897727,0
25,32352,504,2,21868,3,0.3729615193622481,0
31,130179,328,0,235804,1,0.6477694728919678,0
54,69737,744,2,269224,1,0.25323455913406945,1
44,124127,763,0,149848,3,0.6007709115366489,0
35,116426,579,0,202303,3,0.7735003653988721,0
58,52016,450,2,453668,0,0.7365666436231015,0
28,81304,539,0,189884,2,0.30582018879762785,0
25,31962,565,0,68271,3,0.8403122143451636,0
46,53302,404,1,496721,1,0.7390632669833419,0
38,105382,732,0,82585,1,0.20371175765299226,1
26,24011,796,1,456758,0,0.7161615434777102,0
57,149716,739,1,129147,2,0.716195175035399,0
33,39782,457,1,20628,4,0.5477712563779893,0
48,87691,471,1,392994,3,0.23218769120446056,0
25,140654,793,2,264517,3,0.6059341567976446,0
33,142017,610,2,144337,0,0.7360227320240165,0
37,59725,702,0,422887,2,0.3896118387247004,1
52,29196,762,0,396016,1,0.6669477527762512,0
49,63459,666,0,279604,1,0.4477483365310674,1
23,107245,849,2,264970,4,0.6016983830315619,0
54,149613,554,1,8477,1,0.4691960246021373,0
47,98863,507,2,269346,3,0.41263302621244535,0
33,143206,749,2,118846,4,0.799140132802431,0
53,139391,394,0,356554,2,0.7276867814297636,0
26,121010,777,0,249000,4,0.44181439378120435,1
44,52769,489,0,373897,2,0.5042421491306462,0
39,127529,783,1,278994,1,0.6841923925127422,0
36,145361,835,1,240693,0,0.7677551464133565,0
48,44700,722,2,419025,4,0.6790388839772987,0
53,135792,432,1,469102,4,0.5786521064778468,0
33,100356,354,0,138878,3,0.8680700823518901,0
45,96427,809,1,405379,3,0.7419005338190945,0
56,120165,840,1,361512,2,0.2809143022739021,1
47,25269,709,1,267329,0,0.5906973691544134,0
58,141631,510,1,29718,3,0.48668964897695605,0
27,63880,592,0,475297,3,0.7564549457535557,0
25,134003,414,0,192274,1,0.23126412370020238,0
51,28320,558,2,161287,1,0.48750649897369963,0
43,69589,421,2,426541,3,0.42279342074044013,0
30,139534,598,2,285602,2,0.29883018920580284,0
52,96276,680,1,135293,0,0.46516288072370043,1
50,55897,800,1,389486,3,0.6709601947291353,0
59,78565,596,0,152078,2,0.4531745195227684,0
51,50930,661,2,230152,2,0.6060046027466557,0
38,77233,762,0,431185,3,0.6149682571575164,0
56,102821,737,2,81820,2,0.6109777889406233,0
22,34380,426,2,371158,4,0.5706723187609438,0
34,96896,496,2,425871,2,0.28189176497767154,0
33,90934,520,1,230751,3,0.35291914920472817,0
49,75830,390,2,86234,2,0.7600469533756924,1
32,25529,710,2,134282,3,0.551655842245897,0
59,141292,307,1,498622,1,0.6942534210854205,0
22,114598,843,2,276246,3,0.5989363561489331,0
52,122222,767,1,334251,2,0.22708317815016685,1
33,102987,619,1,239501,3,0.7573496383125304,0
47,69178,693,0,131328,0,0.24502693617033464,1
37,26937,568,1,419769,3,0.8602218358110012,0
51,141952,490,1,89079,3,0.3507638451935531,0
54,59886,360,1,396313,0,0.5586843004221047,0
44,69699,737,2,99437,0,0.2445116297260506,0
55,96396,563,0,84570,0,0.8264526650660748,0
26,110678,394,2,97656,4,0.8859581781953629,0
39,45279,769,1,202937,3,0.3024047519048329,1
50,58106,813,1,385445,0,0.4070505797454638,1
27,130776,493,0,177492,0,0.21111209525569347,0
30,121444,781,0,161454,1,0.7508758443772194,0
52,126300,635,1,467451,4,0.41802503287698883,0
54,133793,734,1,43795,3,0.6121862285392818,0
48,136278,495,2,56425,2,0.22745295089601023,0
35,99737,548,1,62402,4,0.7008221866723232,0
50,60544,797,2,460755,4,0.5705827743497088,1
57,123247,511,0,212275,1,0.7074861721991845,0
49,131190,765,2,370271,3,0.7526950192056747,0
42,28997,520,1,243723,3,0.2624700063251836,0
24,126102,572,2,421675,0,0.6046644845552576,0
40,105711,453,2,316793,0,0.6549608237171353,0
52,136045,548,0,208567,4,0.5617031277614966,0
56,60860,578,2,100117,1,0.3276865787855856,0
24,23225,739,1,266712,3,0.7569180988404158,0
47,130114,575,2,444600,1,0.8982208301877188,0
37,79470,813,2,469962,2,0.8784891766999658,0
32,133218,387,2,214125,3,0.7442706954840619,0
42,148854,804,1,192350,0,0.492675405950495,1
37,120764,540,2,345300,4,0.4361103484880155,0
30,127041,535,1,434960,1,0.24798205937058226,0
21,132224,427,2,355484,0,0.4914004126261833,0
42,83656,802,0,35568,4,0.30923401841225934,1
46,71880,499,0,416207,0,0.3780342994542199,0
38,81078,842,0,276056,3,0.8243207412241458,0
34,108646,801,1,168599,1,0.8779679420578532,0
49,96290,791,1,494615,2,0.8639913003260322,0
32,76633,320,1,317570,0,0.3353489800903736,0
56,46655,533,2,377507,1,0.830625945764726,0
55,141118,715,1,235066,3,0.2990537106301856,1
32,63601,447,1,418623,0,0.5553621455133049,0
27,23114,328,1,258007,3,0.6505643570850614,0
49,46502,660,1,410560,2,0.5237268111702931,1
31,69768,607,0,499957,2,0.8662862047917659,0
53,68128,461,2,7355,4,0.4332489061641236,0
26,40028,360,0,101429,4,0.5691643641686445,0
35,75565,424,2,190805,4,0.25281495483576455,0
52,103123,755,2,464501,3,0.7965572060547099,0
31,128255,370,0,483187,4,0.48935437716076124,1
43,55333,765,1,443949,1,0.6903724809143981,0
46,23174,542,0,455131,3,0.6775719417345928,0
54,137769,789,2,450932,3,0.6733840249839727,0
54,55398,520,2,116151,4,0.5548567951302087,0
49,55929,772,1,305670,4,0.3942631533834885,0
24,24321,832,0,285232,3,0.6375661909929704,0
37,143549,793,2,332521,2,0.8732540526678527,0
55,115971,381,0,180477,2,0.7837644791624196,0
33,131508,821,1,437058,4,0.2761377620876436,0
59,75421,311,1,66788,2,0.21623118111058506,0
35,92635,562,2,56529,1,0.5492799498093043,0
49,43760,748,1,488155,1,0.7430805462003152,0
49,31360,491,2,117833,1,0.41973178721704507,0
31,30313,413,2,108578,3,0.6908667945329592,0
52,131806,325,1,188455,3,0.8523448849671662,0
22,105998,798,1,44177,3,0.5212891548542682,1
34,25801,807,0,121903,3,0.3709117593614353,0
40,34130,844,0,44056,3,0.842430503456173,0
42,34271,361,2,486465,4,0.5305847748026004,0
31,36075,528,0,71421,2,0.485487514672577,0
47,122455,334,2,169704,4,0.44735310007864676,0
23,127215,755,1,306829,2,0.49611186670716917,1
37,38984,801,1,213294,4,0.6715604979276508,0
48,108095,324,0,73590,1,0.5036037390541077,1
49,80942,331,2,276121,0,0.42695672199145407,0
41,32861,311,2,357712,3,0.7205463658918037,0
36,118970,618,0,316111,0,0.3420799989170773,0
57,102203,300,2,341216,0,0.3413536072486217,0
40,91376,734,2,413286,1,0.6875048755842696,0
26,81247,435,1,480689,0,0.8066945711326312,0
39,89101,495,2,288644,0,0.3688475876479906,0
25,128730,432,2,382619,1,0.33378748248350065,0
23,40977,385,2,15011,2,0.6692141169035266,0
21,70617,775,0,184111,4,0.634561765241207,0
58,77473,623,0,407112,0,0.5130766425637285,0
35,106654,479,0,362479,3,0.26710244789382953,0
54,108177,815,2,478334,1,0.2642498016873114,1
55,92902,474,2,438174,0,0.7441392523310482,0
45,112172,320,0,440128,2,0.5162383821769798,0
44,35630,404,0,5814,2,0.8005769638690912,0
32,40056,742,2,473492,3,0.6023135560772037,0
38,27382,348,2,422935,0,0.6331166988523429,0
35,75739,827,1,499297,3,0.8539361093359876,0
36,101685,444,0,287294,2,0.3152311258276066,0
47,68639,639,2,468710,2,0.5801169605078971,0
28,79838,653,0,8825,4,0.24069701997622434,1
45,66041,374,0,55368,2,0.45124753351748337,0
37,20992,618,0,413016,1,0.3036689498608436,0
49,92394,386,1,80535,4,0.3314851735991994,0
28,87657,341,2,91390,3,0.8543563040423696,0
35,47160,392,2,228923,2,0.6274777697434165,0
47,65156,806,0,110076,1,0.8245106932328701,0
27,71375,828,2,211089,4,0.5104641290735247,1
23,106442,564,1,184577,1,0.6183503426643684,0
49,39572,591,0,258477,4,0.22246615853504847,0
44,137925,763,1,62899,4,0.5286515625920338,1
23,24136,396,1,218854,4,0.5948396713406516,0
40,81868,394,2,289745,3,0.2117443999858815,0
35,102263,625,2,146749,4,0.7526424237765481,0
45,52167,373,1,427768,4,0.40679608899362385,0
50,130957,635,2,265321,1,0.5167409524725392,0
34,35479,367,1,223930,4,0.5749411997133771,0
27,139392,376,1,466107,3,0.8945380071899034,0
37,51376,507,0,472909,1,0.269428902811928,0
40,24823,520,1,498915,4,0.5886956935571486,0
56,145156,561,1,128355,1,0.5714159020601886,0
29,90456,709,2,358594,3,0.24823678692222753,1
58,39585,630,0,169364,1,0.6437568521365873,0
42,123775,643,2,133424,3,0.40079810372566743,0
22,37272,373,0,130451,2,0.2726375763152345,0
44,46619,553,2,333241,4,0.32504935164291693,0
28,95069,631,1,209775,3,0.7765222632507749,0
31,59895,697,0,152256,4,0.27288733370617574,1
33,23720,644,0,488249,3,0.5268491717682273,0
37,39267,754,0,225408,0,0.3366911848254549,1
28,35696,414,0,459262,0,0.3136239034595084,0
41,49968,612,2,333885,0,0.34399823159195075,0
38,73364,527,2,66377,3,0.5449480541637342,0
50,43345,544,0,410255,4,0.3664518947780999,0
38,71567,825,0,50161,0,0.2677130652467923,1
51,111229,827,0,171078,4,0.760980608473018,0
58,81607,726,2,153616,3,0.57787498222018,0
52,39385,341,0,17987,4,0.3097975566580005,0
31,103658,764,0,10239,4,0.530000894042519,1
45,86900,577,0,49785,0,0.24785374991103692,0
53,88244,318,2,28358,1,0.6063009045331309,0
58,85425,365,1,381903,2,0.43821337371858704,0
28,98518,466,1,480890,3,0.2724699707411149,0
31,102844,702,2,192522,3,0.32855069490787825,1
42,52919,708,1,224592,3,0.4419918933955086,1
44,110697,411,0,164500,2,0.76448521800457,0
37,77196,573,0,14096,1,0.32162898736087636,0
32,135600,706,2,52582,4,0.2767649550449588,1
52,120625,672,2,422752,3,0.561157304525979,1
35,99401,338,1,193467,4,0.5910878747861854,0
36,20495,404,1,378739,0,0.263168922367192,0
42,64755,623,0,466373,0,0.3991391354451114,0
48,87684,713,2,106494,0,0.38393482653997785,1
40,53324,728,1,336628,3,0.33035512662278077,0
53,98929,360,1,268431,2,0.4209466890404576,0
30,21552,606,0,190582,3,0.22597595807680765,1
52,71272,653,0,28902,0,0.6560848480674348,0
53,55853,692,0,323332,0,0.8919410015236886,0
22,138192,503,0,380038,3,0.6438327372284742,0
53,52924,557,1,419380,2,0.45275351538065034,0
53,94462,785,2,348348,2,0.6675372108019737,0
33,116387,816,2,137844,4,0.6000611447165034,0
50,43889,745,0,189126,1,0.7927305514111411,0
53,125466,479,0,453094,0,0.6353121926874004,0
33,74675,641,1,131800,2,0.6438534482348741,0
46,142231,432,0,430454,0,0.3551649317910954,0
42,93591,742,2,240576,1,0.49093906697631523,1
59,90190,552,0,325437,0,0.441091242178974,0
22,42634,564,2,479514,2,0.2079976311826257,0
58,52363,392,0,499658,4,0.41929651057234296,1
59,83752,710,0,12213,3,0.5402434870260652,0
46,97004,437,2,282085,3,0.6198940432470568,0
35,76398,507,1,363025,2,0.8541982626973188,0
54,118458,606,1,498936,2,0.3673796315518715,0
31,60718,565,0,414180,1,0.30670029377599084,0
23,133627,617,0,31855,0,0.8086119822992706,0
26,102916,412,2,456985,1,0.8592932458619134,0
29,46870,677,2,388883,3,0.541567974006759,1
26,57394,753,0,481720,0,0.2806515928750364,1
29,72057,490,2,6046,1,0.5397718094938799,0
59,99795,739,1,282053,3,0.27661032897228816,1
51,100409,486,1,215186,0,0.8182299050904638,0
52,33016,666,2,421584,4,0.695705073231375,0
32,62137,388,2,383997,4,0.36879591239700277,0
28,20153,486,2,99135,1,0.8206834853217506,0
28,27853,431,1,76255,2,0.6465312103345235,0
48,32379,675,0,217568,0,0.8672843357046078,0
40,35792,398,2,225214,1,0.8863358943073829,0
27,141169,333,2,251936,2,0.20229725246500269,0
31,58367,470,2,413840,2,0.28414994631928203,1
40,38100,665,0,240787,0,0.582845631564785,1
36,146082,358,2,373522,0,0.869097012127104,0
24,133089,480,2,277496,2,0.8959635448567869,0
26,83456,318,1,363565,3,0.597185554712464,0
42,31049,525,2,347683,1,0.3216610422616612,0
46,20786,772,1,276367,0,0.31413501400609434,1
23,89904,394,0,495185,2,0.7347004306798968,0
34,50699,596,2,254048,3,0.6143563750944084,0
31,142784,474,2,345398,4,0.5841417292529341,0
38,67691,521,1,333995,2,0.5260354463103614,0
32,57040,353,0,55044,3,0.7075942386071772,0
43,138455,702,0,485305,4,0.8006379253044418,0
32,112990,617,1,357362,3,0.4120706568369454,0
33,77986,648,0,90000,0,0.3546424370231234,0
45,58762,742,0,374384,2,0.6691394164204596,0
39,43600,839,0,429635,4,0.8403126968384673,0
56,114774,581,0,411983,3,0.44371020810086037,0
28,110777,659,0,208074,4,0.39071375342419074,1
49,39810,307,0,298172,1,0.3582802411649336,0
52,105703,790,0,315097,2,0.3781436353876416,1
38,107347,640,0,62965,0,0.2944533400722201,0
26,125315,771,2,239466,4,0.6177447593258474,0
38,77204,548,1,74776,3,0.396578248062879,0
39,40085,534,0,298603,4,0.6304610531605332,0
42,66854,382,1,95932,3,0.2581226446587977,0
57,94797,392,0,349475,4,0.28081975448251534,0
52,104269,693,0,160761,0,0.5752993494578612,1
23,59779,567,2,478662,0,0.5580716611332097,0
48,76207,716,1,335126,2,0.3900569487165221,1
30,114615,828,1,401562,0,0.7789915961343796,0
55,53980,552,2,181251,4,0.3309330154072846,0
49,76117,421,2,119773,4,0.4524627869282303,0
35,34141,309,1,307661,0,0.5888581942506815,0
53,29344,615,0,336822,1,0.8070477717607552,0
27,125008,572,0,217678,4,0.49298568261674364,0
32,35896,605,1,379635,2,0.47902066880863303,0
50,109353,509,0,339767,1,0.6056761996222562,0
41,49813,763,2,487504,0,0.4216867908240274,1
51,104431,715,2,217243,3,0.6964212772117127,0
44,85679,515,2,457132,4,0.3740871584669033,0
40,30681,379,1,485970,3,0.7762371978581486,0
57,92903,779,1,364553,2,0.3906473891934228,1
24,23228,846,1,315719,1,0.8948908136033584,0
48,24582,317,0,375645,3,0.42152373202934984,0
40,98683,464,1,312183,2,0.8151782970586383,0
44,31397,824,1,186027,3,0.4781491678742401,0
52,58799,501,2,85260,3,0.3722383894216512,1
56,57011,645,0,60871,2,0.3583142753222487,0
54,99183,665,0,196750,4,0.7951338972949147,0
56,113254,747,2,125773,3,0.41612709041901375,1
22,64264,812,0,429567,2,0.4369941062718229,1
35,62317,618,1,65693,3,0.3378951390872584,0
54,67914,516,0,298577,4,0.8729273026813518,0
56,104633,333,2,79797,2,0.37132075841918105,0
26,122489,565,0,215087,3,0.37321053328712844,0
59,144237,379,2,282948,0,0.8607285231782871,0
32,65254,712,1,228853,4,0.8306291984966279,0
23,60096,551,1,312245,3,0.37423761822593715,0
38,73785,311,2,196187,1,0.8053078986625926,0
41,72344,700,1,83363,2,0.37487624916028184,1
35,134988,581,1,112904,3,0.2591249153970121,0
53,102643,411,0,311844,4,0.7742529438770775,0
55,140382,677,1,119952,4,0.7400907104707004,0
46,88546,567,2,344720,1,0.40626698518403004,0
28,91091,597,1,24477,1,0.2630972895858265,1
56,85603,616,0,283271,3,0.3445072191340034,0
50,48412,808,2,222790,0,0.7397395996345257,0
43,130489,845,1,31049,4,0.8753234704596986,0
34,71658,664,1,488279,0,0.38130145025614404,1
34,119841,846,1,17473,0,0.7727811607248143,0
22,69549,570,2,218317,3,0.35955286013600807,0
57,147595,773,0,235582,2,0.6757202742775585,0
25,31549,836,2,328980,2,0.25852942832206843,0
58,91216,533,2,309608,2,0.609706948267582,0
34,45739,358,0,18714,1,0.3884329238363027,0
59,41209,550,2,328022,4,0.8480921641135599,0
45,127051,385,2,432424,1,0.4028256221452675,0
40,107968,689,1,364625,4,0.4789084864036146,1
22,35116,479,2,485320,4,0.7884753778082065,0
59,40045,448,1,472899,4,0.506792207782756,0
26,46327,420,2,217875,3,0.3668885762564429,0
37,55709,555,1,308658,2,0.5832810246260081,0
45,63617,608,1,101988,1,0.7879938369549873,0
48,80139,358,1,272280,1,0.5032243284032567,1
22,46905,368,0,103115,3,0.29302194244340735,0
55,84148,745,2,36516,4,0.46816083918016177,1
57,92603,687,2,344126,2,0.868132593165934,0
25,118095,385,2,462094,0,0.25041513425604056,0
21,139779,526,0,50099,0,0.4859116207136139,0
32,62919,483,1,357204,3,0.6536201557581158,0
56,103521,621,2,18188,2,0.254962408348276,0
43,112905,617,0,242445,0,0.4414667829021477,0
51,103400,698,0,116073,0,0.8584048477581843,0
31,108150,592,2,318332,1,0.22144498454430028,0
30,78446,592,1,391221,2,0.7262193156541601,0
23,72428,784,0,10560,0,0.7889624762951972,0
34,67894,746,2,113763,1,0.3939425077924251,1
36,101149,711,1,434613,2,0.3503000586638686,1
30,26447,807,0,475409,4,0.840374625510345,0
49,25499,543,0,390795,2,0.734801186836507,0
30,59041,719,2,305226,3,0.2793664967249016,1
32,51315,453,2,220448,1,0.348538078861482,0
50,21299,723,1,46430,4,0.6349486084947882,0
21,140506,572,2,448738,1,0.4935918502278247,0
25,125005,819,2,45397,1,0.5529220593065298,1
40,24994,427,1,212932,0,0.8660797045715873,0
28,115414,672,2,134189,2,0.49416482423438174,1
32,101163,458,1,30247,1,0.8171773970699883,0
21,146759,475,1,481310,1,0.6625213030624013,0
40,27489,510,1,156015,3,0.2851336210994893,0
48,111647,746,2,175532,3,0.7211549256534038,0
57,52355,466,1,46986,3,0.5641463517694203,0
57,93805,759,2,311658,1,0.357568075274392,1
32,88367,656,1,216980,4,0.40268452615760864,1
57,129906,603,2,450601,2,0.5901326973255259,0
48,137409,532,1,410847,1,0.621191743102055,0
35,97355,626,0,72008,0,0.877723482820636,0
26,136220,481,0,163027,4,0.7983040954874152,0
40,110349,633,0,314511,4,0.3440875008966934,0
34,107173,328,1,429018,2,0.7417944493970019,0
22,21996,392,2,75408,4,0.2058042657061519,0
29,139999,629,1,229155,2,0.2908659228156008,1
57,64387,483,1,310485,4,0.33979029124639826,0
40,134965,394,1,149763,2,0.6180395468613966,0
46,23089,652,1,376930,3,0.33627950441013066,1
49,118827,564,2,271897,3,0.455691059424715,0
21,40659,318,1,6833,4,0.3699458474994557,0
55,65178,798,0,240304,4,0.4361916370659743,1
26,140053,438,0,275789,2,0.8597160113138462,0
57,115965,824,0,241192,2,0.8981634468168012,0
25,101268,554,1,382572,1,0.6800054743848765,0
53,105042,384,2,363121,3,0.6006155100189765,0
34,126471,757,2,45024,1,0.6959134920713982,0
32,90726,831,2,253140,1,0.7401565402932357,0
40,90111,391,1,113853,0,0.7173089205266601,0
44,126031,368,2,216670,2,0.2573247697400034,0
54,133682,336,0,145707,0,0.4172053935007418,0
