age,income,credit_score,employment_type,loan_amount,existing_loans,spending_ratio,loan_status
32,125603,385,0,95351,2,0.71949295,0
39,31523,696,1,316009,2,0.377928146,0
57,95900,552,0,59457,1,0.85867523,0
37,88689,832,0,95159,1,0.350699658,1
30,43834,680,2,435033,4,0.89553555,0
32,54474,743,2,205065,1,0.71652991,0
36,63066,332,2,98391,3,0.474755383,0
44,119871,559,2,450596,0,0.291244445,0
39,30400,533,1,317544,2,0.424356969,0
28,145211,814,2,303402,4,0.335616958,1
51,30345,607,0,217078,1,0.635287711,0
41,53896,369,2,185029,4,0.449798607,0
37,105430,753,1,378610,0,0.406505083,1
43,48899,738,2,154353,0,0.729993234,0
57,126171,663,2,82264,4,0.361419604,1
36,48229,780,1,187403,4,0.610822522,0
26,137053,443,1,181752,4,0.336217265,0
28,25583,323,1,436939,2,0.700359025,0
45,24897,724,1,146234,3,0.637585039,0
38,140406,474,1,230880,1,0.758707461,0
45,91537,624,1,499240,1,0.247947952,0
32,129417,647,0,376021,1,0.347073815,1
35,24567,317,2,449311,4,0.308122252,0
46,94807,343,2,278482,4,0.333392868,0
46,149648,454,1,223904,4,0.272109855,0
52,132652,676,1,16675,2,0.593457331,1
30,97239,701,0,94606,2,0.615401985,0
36,33329,524,0,287224,2,0.790442829,0
27,121045,516,1,248747,2,0.492416724,0
37,137708,330,0,253585,0,0.572669299,0
43,91792,358,0,281080,2,0.893912842,0
46,20228,652,1,15019,2,0.572291558,0
41,110282,744,1,242790,2,0.601503261,0
42,102214,534,1,465498,1,0.89714219,0
27,57052,406,1,447897,1,0.895890567,0
34,77769,490,2,355448,1,0.496821312,0
35,66032,829,2,209933,3,0.644462781,0
27,131694,544,1,9486,0,0.536561755,0
29,108721,375,0,349165,4,0.704500816,0
28,53686,846,1,215936,2,0.856870565,0
43,96981,566,2,123411,1,0.416761516,0
49,118802,616,0,155184,0,0.773212619,0
38,83261,420,2,56697,2,0.658394253,0
51,22809,324,1,60998,3,0.396129361,0
50,123265,731,2,114537,4,0.758109761,0
59,61785,459,2,364960,2,0.498993113,0
55,56547,413,2,31576,4,0.284278023,1
38,62818,801,0,186172,2,0.89539145,0
59,120422,465,2,375208,3,0.497952433,0
37,91927,474,0,86238,0,0.579086783,0
34,85681,300,1,419536,4,0.765573212,0
51,99465,385,1,220045,4,0.872613295,0
44,109862,619,2,130885,0,0.811021495,0
55,115527,700,0,70729,4,0.567537245,1
54,133221,681,1,95853,1,0.581987253,1
23,57333,617,0,126992,0,0.396620856,0
57,146457,549,0,230090,3,0.523962015,0
46,36576,824,2,483095,2,0.862787218,0
43,139875,555,2,296288,2,0.708858661,0
59,59405,606,0,392287,0,0.208313894,0
35,114000,443,0,193398,1,0.281554747,0
24,93779,690,2,344292,3,0.846667889,0
49,51601,468,0,286451,2,0.79410353,1
42,87946,597,2,327742,2,0.540315126,0
45,87356,532,0,417839,1,0.631884797,0
33,72116,570,2,156321,4,0.402752207,0
38,120825,359,0,471981,0,0.754981526,0
53,144749,595,2,96810,1,0.622322213,0
36,137256,766,0,370014,1,0.686377994,0
22,124186,534,1,77131,1,0.462436887,0
55,82894,533,1,361282,1,0.501306605,0
54,54635,667,0,174449,4,0.345377458,1
50,27465,531,1,450581,3,0.86363678,0
33,76754,790,0,370556,1,0.862589914,0
33,117975,802,0,301695,1,0.772425873,0
38,112850,680,1,310070,0,0.854888583,0
52,129765,727,0,95214,2,0.665729637,0
52,105119,663,2,354894,4,0.364256309,1
55,112691,501,0,43599,1,0.732147366,1
59,58871,445,0,234417,3,0.427693346,0
49,82874,756,1,114490,3,0.508337183,1
49,97733,434,2,360474,3,0.392045115,0
36,49511,563,0,27593,0,0.496535342,1
30,100960,363,0,458550,3,0.675522156,0
50,68821,790,0,230472,0,0.277427393,1
45,85776,340,0,114865,4,0.27364485,0
59,138128,595,0,458109,3,0.678639008,0
40,90167,302,0,178708,2,0.745706817,0
25,95135,409,2,467441,1,0.586026679,0
21,64462,520,2,438579,4,0.32714871,0
50,81382,669,0,192031,2,0.501529794,1
23,110194,667,0,478439,4,0.730722866,0
34,123381,735,1,221989,3,0.680013171,0
50,52574,303,2,234701,4,0.276905834,0
24,122072,543,2,487341,4,0.878403027,0
38,61910,465,0,137192,4,0.356354717,1
57,93531,325,2,414707,0,0.354272653,0
45,45186,694,2,48638,2,0.521900073,1
21,114781,773,1,175134,3,0.42907019,1
35,42813,316,1,272337,1,0.888790192,0
29,98812,391,2,487360,3,0.253542841,0
35,105525,782,2,20213,3,0.414507434,1
44,98282,842,2,259286,0,0.467905512,1
24,129779,504,0,249987,0,0.545421296,0
32,38557,801,1,346910,4,0.2114845,0
57,48060,699,0,220031,3,0.257653492,1
57,78866,506,1,153259,2,0.38046675,0
26,92104,445,1,146112,0,0.587801457,0
59,120905,400,1,202374,0,0.737440099,0
44,104577,540,2,34949,2,0.680546744,0
31,26080,462,1,248072,0,0.596917439,0
33,33854,472,0,401743,2,0.478062988,0
54,142013,801,1,253066,1,0.809486152,0
45,87695,846,0,474773,2,0.52184078,1
27,47025,583,1,219480,1,0.409476964,0
24,72982,658,1,369577,4,0.64053458,0
28,61081,680,2,213366,4,0.684480498,0
40,24368,832,0,416973,0,0.478929171,0
49,119621,462,1,292556,2,0.219700297,0
30,139181,606,1,150384,0,0.26589205,0
54,47094,638,0,420335,2,0.791919224,0
46,66040,354,1,147876,0,0.239583545,0
23,86766,632,2,190058,4,0.614413767,0
26,103053,426,0,51545,4,0.32859657,0
25,43991,542,2,343663,0,0.360248404,0
25,21301,708,0,166071,2,0.391333772,0
43,48610,802,0,363237,3,0.22680397,1
29,101463,602,0,437974,2,0.324064692,0
55,54678,763,1,361468,0,0.655349989,0
40,44466,534,0,495702,2,0.549101995,0
55,100440,337,0,467735,1,0.75813036,0
38,60875,438,0,8768,2,0.242869475,0
37,46081,494,2,268648,4,0.822228807,0
44,44354,826,0,335130,4,0.897478972,0
23,113297,300,1,474988,1,0.211017981,0
52,38300,395,0,383865,2,0.877348046,0
55,84384,712,0,13002,3,0.365103899,1
58,115027,837,2,80427,2,0.684780197,0
33,141684,728,1,305931,4,0.40473841,1
45,80892,534,1,18898,4,0.565269015,0
29,55525,648,1,408688,0,0.557292957,0
24,46532,780,0,85800,4,0.452773836,1
34,26464,695,0,219299,0,0.702282738,0
57,36562,650,1,376167,4,0.619745537,0
54,127392,715,1,430848,4,0.555793903,1
31,75514,350,2,131718,3,0.887987518,0
23,133428,380,1,38743,0,0.858006528,0
48,132564,335,0,214610,0,0.868805092,0
49,128047,366,0,248589,4,0.816926772,0
29,94219,780,0,179458,0,0.378608737,1
23,52634,767,2,135864,4,0.444983222,1
45,20060,441,1,492002,4,0.361738234,0
54,29269,655,0,441604,2,0.890323821,0
32,83143,770,2,157395,0,0.306863309,1
29,43065,738,2,467485,1,0.456558229,1
35,22895,830,0,177391,0,0.339331097,1
45,100859,426,2,465975,0,0.356417669,0
25,32352,504,2,21868,3,0.372961519,0
31,130179,328,0,235804,1,0.647769473,0
54,69737,744,2,269224,1,0.253234559,1
44,124127,763,0,149848,3,0.600770912,0
35,116426,579,0,202303,3,0.773500365,0
58,52016,450,2,453668,0,0.736566644,0
28,81304,539,0,189884,2,0.305820189,0
25,31962,565,0,68271,3,0.840312214,0
46,53302,404,1,496721,1,0.739063267,0
38,105382,732,0,82585,1,0.203711758,1
26,24011,796,1,456758,0,0.716161543,0
57,149716,739,1,129147,2,0.716195175,0
33,39782,457,1,20628,4,0.547771256,0
48,87691,471,1,392994,3,0.232187691,0
25,140654,793,2,264517,3,0.605934157,0
33,142017,610,2,144337,0,0.736022732,0
37,59725,702,0,422887,2,0.389611839,1
52,29196,762,0,396016,1,0.666947753,0
49,63459,666,0,279604,1,0.447748337,1
23,107245,849,2,264970,4,0.601698383,0
54,149613,554,1,8477,1,0.469196025,0
47,98863,507,2,269346,3,0.412633026,0
33,143206,749,2,118846,4,0.799140133,0
53,139391,394,0,356554,2,0.727686781,0
26,121010,777,0,249000,4,0.441814394,1
44,52769,489,0,373897,2,0.504242149,0
39,127529,783,1,278994,1,0.684192393,0
36,145361,835,1,240693,0,0.767755146,0
48,44700,722,2,419025,4,0.679038884,0
53,135792,432,1,469102,4,0.578652106,0
33,100356,354,0,138878,3,0.868070082,0
45,96427,809,1,405379,3,0.741900534,0
56,120165,840,1,361512,2,0.280914302,1
47,25269,709,1,267329,0,0.590697369,0
58,141631,510,1,29718,3,0.486689649,0
27,63880,592,0,475297,3,0.756454946,0
25,134003,414,0,192274,1,0.231264124,0
51,28320,558,2,161287,1,0.487506499,0
43,69589,421,2,426541,3,0.422793421,0
30,139534,598,2,285602,2,0.298830189,0
52,96276,680,1,135293,0,0.465162881,1
50,55897,800,1,389486,3,0.670960195,0
59,78565,596,0,152078,2,0.45317452,0
51,50930,661,2,230152,2,0.606004603,0
38,77233,762,0,431185,3,0.614968257,0
56,102821,737,2,81820,2,0.610977789,0
22,34380,426,2,371158,4,0.570672319,0
34,96896,496,2,425871,2,0.281891765,0
33,90934,520,1,230751,3,0.352919149,0
49,75830,390,2,86234,2,0.760046953,1
32,25529,710,2,134282,3,0.551655842,0
59,141292,307,1,498622,1,0.694253421,0
22,114598,843,2,276246,3,0.598936356,0
52,122222,767,1,334251,2,0.227083178,1
33,102987,619,1,239501,3,0.757349638,0
47,69178,693,0,131328,0,0.245026936,1
37,26937,568,1,419769,3,0.860221836,0
51,141952,490,1,89079,3,0.350763845,0
54,59886,360,1,396313,0,0.5586843,0
44,69699,737,2,99437,0,0.24451163,0
55,96396,563,0,84570,0,0.826452665,0
26,110678,394,2,97656,4,0.885958178,0
39,45279,769,1,202937,3,0.302404752,1
50,58106,813,1,385445,0,0.40705058,1
27,130776,493,0,177492,0,0.211112095,0
30,121444,781,0,161454,1,0.750875844,0
52,126300,635,1,467451,4,0.418025033,0
54,133793,734,1,43795,3,0.612186229,0
48,136278,495,2,56425,2,0.227452951,0
35,99737,548,1,62402,4,0.700822187,0
50,60544,797,2,460755,4,0.570582774,1
57,123247,511,0,212275,1,0.707486172,0
49,131190,765,2,370271,3,0.752695019,0
42,28997,520,1,243723,3,0.262470006,0
24,126102,572,2,421675,0,0.604664485,0
40,105711,453,2,316793,0,0.654960824,0
52,136045,548,0,208567,4,0.561703128,0
56,60860,578,2,100117,1,0.327686579,0
24,23225,739,1,266712,3,0.756918099,0
47,130114,575,2,444600,1,0.89822083,0
37,79470,813,2,469962,2,0.878489177,0
32,133218,387,2,214125,3,0.744270695,0
42,148854,804,1,192350,0,0.492675406,1
37,120764,540,2,345300,4,0.436110348,0
30,127041,535,1,434960,1,0.247982059,0
21,132224,427,2,355484,0,0.491400413,0
42,83656,802,0,35568,4,0.309234018,1
46,71880,499,0,416207,0,0.378034299,0
38,81078,842,0,276056,3,0.824320741,0
34,108646,801,1,168599,1,0.877967942,0
49,96290,791,1,494615,2,0.8639913,0
32,76633,320,1,317570,0,0.33534898,0
56,46655,533,2,377507,1,0.830625946,0
55,141118,715,1,235066,3,0.299053711,1
32,63601,447,1,418623,0,0.555362146,0
27,23114,328,1,258007,3,0.650564357,0
49,46502,660,1,410560,2,0.523726811,1
31,69768,607,0,499957,2,0.866286205,0
53,68128,461,2,7355,4,0.433248906,0
26,40028,360,0,101429,4,0.569164364,0
35,75565,424,2,190805,4,0.252814955,0
52,103123,755,2,464501,3,0.796557206,0
31,128255,370,0,483187,4,0.489354377,1
43,55333,765,1,443949,1,0.690372481,0
46,23174,542,0,455131,3,0.677571942,0
54,137769,789,2,450932,3,0.673384025,0
54,55398,520,2,116151,4,0.554856795,0
49,55929,772,1,305670,4,0.394263153,0
24,24321,832,0,285232,3,0.637566191,0
37,143549,793,2,332521,2,0.873254053,0
55,115971,381,0,180477,2,0.783764479,0
33,131508,821,1,437058,4,0.276137762,0
59,75421,311,1,66788,2,0.216231181,0
35,92635,562,2,56529,1,0.54927995,0
49,43760,748,1,488155,1,0.743080546,0
49,31360,491,2,117833,1,0.419731787,0
31,30313,413,2,108578,3,0.690866795,0
52,131806,325,1,188455,3,0.852344885,0
22,105998,798,1,44177,3,0.521289155,1
34,25801,807,0,121903,3,0.370911759,0
40,34130,844,0,44056,3,0.842430503,0
42,34271,361,2,486465,4,0.530584775,0
31,36075,528,0,71421,2,0.485487515,0
47,122455,334,2,169704,4,0.4473531,0
23,127215,755,1,306829,2,0.496111867,1
37,38984,801,1,213294,4,0.671560498,0
48,108095,324,0,73590,1,0.503603739,1
49,80942,331,2,276121,0,0.426956722,0
41,32861,311,2,357712,3,0.720546366,0
36,118970,618,0,316111,0,0.342079999,0
57,102203,300,2,341216,0,0.341353607,0
40,91376,734,2,413286,1,0.687504876,0
26,81247,435,1,480689,0,0.806694571,0
39,89101,495,2,288644,0,0.368847588,0
25,128730,432,2,382619,1,0.333787482,0
23,40977,385,2,15011,2,0.669214117,0
21,70617,775,0,184111,4,0.634561765,0
58,77473,623,0,407112,0,0.513076643,0
35,106654,479,0,362479,3,0.267102448,0
54,108177,815,2,478334,1,0.264249802,1
55,92902,474,2,438174,0,0.744139252,0
45,112172,320,0,440128,2,0.516238382,0
44,35630,404,0,5814,2,0.800576964,0
32,40056,742,2,473492,3,0.602313556,0
38,27382,348,2,422935,0,0.633116699,0
35,75739,827,1,499297,3,0.853936109,0
36,101685,444,0,287294,2,0.315231126,0
47,68639,639,2,468710,2,0.580116961,0
28,79838,653,0,8825,4,0.24069702,1
45,66041,374,0,55368,2,0.451247534,0
37,20992,618,0,413016,1,0.30366895,0
49,92394,386,1,80535,4,0.331485174,0
28,87657,341,2,91390,3,0.854356304,0
35,47160,392,2,228923,2,0.62747777,0
47,65156,806,0,110076,1,0.824510693,0
27,71375,828,2,211089,4,0.510464129,1
23,106442,564,1,184577,1,0.618350343,0
49,39572,591,0,258477,4,0.222466159,0
44,137925,763,1,62899,4,0.528651563,1
23,24136,396,1,218854,4,0.594839671,0
40,81868,394,2,289745,3,0.2117444,0
35,102263,625,2,146749,4,0.752642424,0
45,52167,373,1,427768,4,0.406796089,0
50,130957,635,2,265321,1,0.516740952,0
34,35479,367,1,223930,4,0.5749412,0
27,139392,376,1,466107,3,0.894538007,0
37,51376,507,0,472909,1,0.269428903,0
40,24823,520,1,498915,4,0.588695694,0
56,145156,561,1,128355,1,0.571415902,0
29,90456,709,2,358594,3,0.248236787,1
58,39585,630,0,169364,1,0.643756852,0
42,123775,643,2,133424,3,0.400798104,0
22,37272,373,0,130451,2,0.272637576,0
44,46619,553,2,333241,4,0.325049352,0
28,95069,631,1,209775,3,0.776522263,0
31,59895,697,0,152256,4,0.272887334,1
33,23720,644,0,488249,3,0.526849172,0
37,39267,754,0,225408,0,0.336691185,1
28,35696,414,0,459262,0,0.313623903,0
41,49968,612,2,333885,0,0.343998232,0
38,73364,527,2,66377,3,0.544948054,0
50,43345,544,0,410255,4,0.366451895,0
38,71567,825,0,50161,0,0.267713065,1
51,111229,827,0,171078,4,0.760980608,0
58,81607,726,2,153616,3,0.577874982,0
52,39385,341,0,17987,4,0.309797557,0
31,103658,764,0,10239,4,0.530000894,1
45,86900,577,0,49785,0,0.24785375,0
53,88244,318,2,28358,1,0.606300905,0
58,85425,365,1,381903,2,0.438213374,0
28,98518,466,1,480890,3,0.272469971,0
31,102844,702,2,192522,3,0.328550695,1
42,52919,708,1,224592,3,0.441991893,1
44,110697,411,0,164500,2,0.764485218,0
37,77196,573,0,14096,1,0.321628987,0
32,135600,706,2,52582,4,0.276764955,1
52,120625,672,2,422752,3,0.561157305,1
35,99401,338,1,193467,4,0.591087875,0
36,20495,404,1,378739,0,0.263168922,0
42,64755,623,0,466373,0,0.399139135,0
48,87684,713,2,106494,0,0.383934827,1
40,53324,728,1,336628,3,0.330355127,0
53,98929,360,1,268431,2,0.420946689,0
30,21552,606,0,190582,3,0.225975958,1
52,71272,653,0,28902,0,0.656084848,0
53,55853,692,0,323332,0,0.891941002,0
22,138192,503,0,380038,3,0.643832737,0
53,52924,557,1,419380,2,0.452753515,0
53,94462,785,2,348348,2,0.667537211,0
33,116387,816,2,137844,4,0.600061145,0
50,43889,745,0,189126,1,0.792730551,0
53,125466,479,0,453094,0,0.635312193,0
33,74675,641,1,131800,2,0.643853448,0
46,142231,432,0,430454,0,0.355164932,0
42,93591,742,2,240576,1,0.490939067,1
59,90190,552,0,325437,0,0.441091242,0
22,42634,564,2,479514,2,0.207997631,0
58,52363,392,0,499658,4,0.419296511,1
59,83752,710,0,12213,3,0.540243487,0
46,97004,437,2,282085,3,0.619894043,0
35,76398,507,1,363025,2,0.854198263,0
54,118458,606,1,498936,2,0.367379632,0
31,60718,565,0,414180,1,0.306700294,0
23,133627,617,0,31855,0,0.808611982,0
26,102916,412,2,456985,1,0.859293246,0
29,46870,677,2,388883,3,0.541567974,1
26,57394,753,0,481720,0,0.280651593,1
29,72057,490,2,6046,1,0.539771809,0
59,99795,739,1,282053,3,0.276610329,1
51,100409,486,1,215186,0,0.818229905,0
52,33016,666,2,421584,4,0.695705073,0
32,62137,388,2,383997,4,0.368795912,0
28,20153,486,2,99135,1,0.820683485,0
28,27853,431,1,76255,2,0.64653121,0
48,32379,675,0,217568,0,0.867284336,0
40,35792,398,2,225214,1,0.886335894,0
27,141169,333,2,251936,2,0.202297252,0
31,58367,470,2,413840,2,0.284149946,1
40,38100,665,0,240787,0,0.582845632,1
36,146082,358,2,373522,0,0.869097012,0
24,133089,480,2,277496,2,0.895963545,0
26,83456,318,1,363565,3,0.597185555,0
42,31049,525,2,347683,1,0.321661042,0
46,20786,772,1,276367,0,0.314135014,1
23,89904,394,0,495185,2,0.734700431,0
34,50699,596,2,254048,3,0.614356375,0
31,142784,474,2,345398,4,0.584141729,0
38,67691,521,1,333995,2,0.526035446,0
32,57040,353,0,55044,3,0.707594239,0
43,138455,702,0,485305,4,0.800637925,0
32,112990,617,1,357362,3,0.412070657,0
33,77986,648,0,90000,0,0.354642437,0
45,58762,742,0,374384,2,0.669139416,0
39,43600,839,0,429635,4,0.840312697,0
56,114774,581,0,411983,3,0.443710208,0
28,110777,659,0,208074,4,0.390713753,1
49,39810,307,0,298172,1,0.358280241,0
52,105703,790,0,315097,2,0.378143635,1
38,107347,640,0,62965,0,0.29445334,0
26,125315,771,2,239466,4,0.617744759,0
38,77204,548,1,74776,3,0.396578248,0
39,40085,534,0,298603,4,0.630461053,0
42,66854,382,1,95932,3,0.258122645,0
57,94797,392,0,349475,4,0.280819754,0
52,104269,693,0,160761,0,0.575299349,1
23,59779,567,2,478662,0,0.558071661,0
48,76207,716,1,335126,2,0.390056949,1
30,114615,828,1,401562,0,0.778991596,0
55,53980,552,2,181251,4,0.330933015,0
49,76117,421,2,119773,4,0.452462787,0
35,34141,309,1,307661,0,0.588858194,0
53,29344,615,0,336822,1,0.807047772,0
27,125008,572,0,217678,4,0.492985683,0
32,35896,605,1,379635,2,0.479020669,0
50,109353,509,0,339767,1,0.6056762,0
41,49813,763,2,487504,0,0.421686791,1
51,104431,715,2,217243,3,0.696421277,0
44,85679,515,2,457132,4,0.374087158,0
40,30681,379,1,485970,3,0.776237198,0
57,92903,779,1,364553,2,0.390647389,1
24,23228,846,1,315719,1,0.894890814,0
48,24582,317,0,375645,3,0.421523732,0
40,98683,464,1,312183,2,0.815178297,0
44,31397,824,1,186027,3,0.478149168,0
52,58799,501,2,85260,3,0.372238389,1
56,57011,645,0,60871,2,0.358314275,0
54,99183,665,0,196750,4,0.795133897,0
56,113254,747,2,125773,3,0.41612709,1
22,64264,812,0,429567,2,0.436994106,1
35,62317,618,1,65693,3,0.337895139,0
54,67914,516,0,298577,4,0.872927303,0
56,104633,333,2,79797,2,0.371320758,0
26,122489,565,0,215087,3,0.373210533,0
59,144237,379,2,282948,0,0.860728523,0
32,65254,712,1,228853,4,0.830629198,0
23,60096,551,1,312245,3,0.374237618,0
38,73785,311,2,196187,1,0.805307899,0
41,72344,700,1,83363,2,0.374876249,1
35,134988,581,1,112904,3,0.259124915,0
53,102643,411,0,311844,4,0.774252944,0
55,140382,677,1,119952,4,0.74009071,0
46,88546,567,2,344720,1,0.406266985,0
28,91091,597,1,24477,1,0.26309729,1
56,85603,616,0,283271,3,0.344507219,0
50,48412,808,2,222790,0,0.7397396,0
43,130489,845,1,31049,4,0.87532347,0
34,71658,664,1,488279,0,0.38130145,1
34,119841,846,1,17473,0,0.772781161,0
22,69549,570,2,218317,3,0.35955286,0
57,147595,773,0,235582,2,0.675720274,0
25,31549,836,2,328980,2,0.258529428,0
58,91216,533,2,309608,2,0.609706948,0
34,45739,358,0,18714,1,0.388432924,0
59,41209,550,2,328022,4,0.848092164,0
45,127051,385,2,432424,1,0.402825622,0
40,107968,689,1,364625,4,0.478908486,1
22,35116,479,2,485320,4,0.788475378,0
59,40045,448,1,472899,4,0.506792208,0
26,46327,420,2,217875,3,0.366888576,0
37,55709,555,1,308658,2,0.583281025,0
45,63617,608,1,101988,1,0.787993837,0
48,80139,358,1,272280,1,0.503224328,1
22,46905,368,0,103115,3,0.293021942,0
55,84148,745,2,36516,4,0.468160839,1
57,92603,687,2,344126,2,0.868132593,0
25,118095,385,2,462094,0,0.250415134,0
21,139779,526,0,50099,0,0.485911621,0
32,62919,483,1,357204,3,0.653620156,0
56,103521,621,2,18188,2,0.254962408,0
43,112905,617,0,242445,0,0.441466783,0
51,103400,698,0,116073,0,0.858404848,0
31,108150,592,2,318332,1,0.221444985,0
30,78446,592,1,391221,2,0.726219316,0
23,72428,784,0,10560,0,0.788962476,0
34,67894,746,2,113763,1,0.393942508,1
36,101149,711,1,434613,2,0.350300059,1
30,26447,807,0,475409,4,0.840374626,0
49,25499,543,0,390795,2,0.734801187,0
30,59041,719,2,305226,3,0.279366497,1
32,51315,453,2,220448,1,0.348538079,0
50,21299,723,1,46430,4,0.634948608,0
21,140506,572,2,448738,1,0.49359185,0
25,125005,819,2,45397,1,0.552922059,1
40,24994,427,1,212932,0,0.866079705,0
28,115414,672,2,134189,2,0.494164824,1
32,101163,458,1,30247,1,0.817177397,0
21,146759,475,1,481310,1,0.662521303,0
40,27489,510,1,156015,3,0.285133621,0
48,111647,746,2,175532,3,0.721154926,0
57,52355,466,1,46986,3,0.564146352,0
57,93805,759,2,311658,1,0.357568075,1
32,88367,656,1,216980,4,0.402684526,1
57,129906,603,2,450601,2,0.590132697,0
48,137409,532,1,410847,1,0.621191743,0
35,97355,626,0,72008,0,0.877723483,0
26,136220,481,0,163027,4,0.798304095,0
40,110349,633,0,314511,4,0.344087501,0
34,107173,328,1,429018,2,0.741794449,0
22,21996,392,2,75408,4,0.205804266,0
29,139999,629,1,229155,2,0.290865923,1
57,64387,483,1,310485,4,0.339790291,0
40,134965,394,1,149763,2,0.618039547,0
46,23089,652,1,376930,3,0.336279504,1
49,118827,564,2,271897,3,0.455691059,0
21,40659,318,1,6833,4,0.369945847,0
55,65178,798,0,240304,4,0.436191637,1
26,140053,438,0,275789,2,0.859716011,0
57,115965,824,0,241192,2,0.898163447,0
25,101268,554,1,382572,1,0.680005474,0
53,105042,384,2,363121,3,0.60061551,0
34,126471,757,2,45024,1,0.695913492,0
32,90726,831,2,253140,1,0.74015654,0
40,90111,391,1,113853,0,0.717308921,0
44,126031,368,2,216670,2,0.25732477,0
54,133682,336,0,145707,0,0.417205394,0
45,54565,439,2,156136,0,0.440401967,0
49,120435,477,1,14940,1,0.458478132,0
59,109242,436,1,302313,0,0.441019645,0
51,133204,489,2,345791,2,0.750964608,0
43,149642,641,1,245739,1,0.723323268,0
58,42884,304,2,50200,2,0.203220212,0
40,37199,556,2,192401,4,0.407467066,0
43,80038,542,0,449374,0,0.636564553,1
36,77786,714,1,165811,1,0.284185935,1
28,129636,642,0,244354,3,0.249838806,1
41,124970,678,1,153865,2,0.779878684,0
21,69294,445,2,88682,0,0.516878991,0
28,98015,622,1,38677,2,0.798981158,0
49,54178,421,2,464512,2,0.776486909,0
52,32665,551,1,290166,4,0.825359365,0
58,149604,610,0,469364,2,0.233792194,0
25,20534,774,0,499760,4,0.330291046,0
42,111828,791,2,163337,4,0.407300215,1
54,56132,646,0,5530,4,0.295361271,0
21,135720,786,2,276695,0,0.539828875,1
46,56110,772,2,295538,2,0.759283823,0
30,78754,681,2,47987,2,0.865827268,0
50,83580,579,1,447200,4,0.822701894,0
38,42469,371,2,335240,2,0.520135676,0
37,84016,820,0,351241,2,0.645543771,0
46,66233,665,1,337783,4,0.361487286,1
28,122804,393,0,422306,3,0.4821063,0
32,149863,672,2,481673,3,0.809827817,0
47,86708,638,2,243841,4,0.220438265,0
28,78232,736,0,7781,0,0.572931491,1
45,113450,635,1,22330,2,0.810958809,0
24,106437,791,0,272401,2,0.285406912,1
53,126311,339,2,63642,3,0.887782341,0
21,54409,658,1,190321,4,0.208674025,1
39,135159,553,2,318807,0,0.820284008,0
51,39324,697,2,39956,4,0.447570802,0
36,28738,469,0,240439,3,0.292883407,0
34,123030,810,2,282759,3,0.310150723,1
25,130093,559,0,268025,2,0.690825103,0
46,44054,758,1,400063,1,0.809503774,0
48,49709,828,2,240975,0,0.648746448,0
22,129321,640,2,449343,0,0.85010748,0
26,105643,356,1,126265,1,0.789735157,0
29,148805,517,0,354790,3,0.206322265,0
53,20363,763,2,132148,4,0.668600765,0
45,30358,546,1,304480,0,0.413244282,0
33,121613,672,2,86850,1,0.518150008,1
29,135233,716,0,100654,2,0.265821524,1
33,23240,330,0,176003,2,0.397469413,0
51,92201,667,0,442140,3,0.642880177,0
31,65689,407,0,290110,0,0.352867491,0
24,21936,717,1,442239,4,0.653275668,0
54,132272,697,2,16320,0,0.84612252,0
58,111074,571,1,456057,2,0.203458214,0
24,63965,415,0,70125,0,0.750039504,0
58,97534,555,0,465968,2,0.648923216,0
39,20882,380,0,227172,1,0.232642934,0
26,40224,427,0,240077,1,0.753116996,0
54,125227,534,2,488153,2,0.357164725,0
38,143750,480,0,122296,4,0.386074379,0
33,139299,456,2,130355,4,0.265460978,0
43,145865,753,0,197930,0,0.574065871,1
39,132012,323,2,456930,2,0.548756618,0
31,143745,772,2,16780,3,0.443022154,1
21,50825,699,0,343374,4,0.318127665,1
44,90740,433,1,206417,4,0.786567488,1
27,48885,720,1,480314,1,0.813464901,0
45,60056,512,1,117696,4,0.578405727,0
41,23203,781,1,496193,4,0.370957734,0
35,80241,647,1,111075,4,0.267277046,0
21,22244,465,0,258731,2,0.807980917,0
32,118322,647,0,138001,2,0.267236904,0
27,135329,697,0,362297,1,0.209226026,1
35,88619,734,0,386666,0,0.528578304,1
41,41584,520,0,412460,4,0.711889715,0
39,28521,607,0,365559,0,0.520275903,0
49,70017,765,2,376859,2,0.235987425,1
45,53541,398,2,127636,4,0.683020379,0
53,49063,541,0,382546,0,0.649632834,0
52,90268,457,0,391425,0,0.677070812,0
55,145234,526,2,16116,3,0.347841744,0
58,146218,722,2,224026,2,0.756988886,0
46,138206,371,0,479459,1,0.535417748,0
31,84952,542,2,350445,1,0.575446967,0
55,113054,829,1,434111,3,0.582081007,1
28,59563,344,1,214708,0,0.400764506,0
34,59752,771,1,28867,3,0.375093873,1
30,115233,670,2,376651,3,0.203336291,1
22,22567,391,0,6208,2,0.477627239,0
29,36121,321,0,180157,4,0.539572089,0
23,21674,471,0,332716,0,0.719962622,0
41,96411,491,2,463450,1,0.246638873,0
46,129876,376,2,88748,1,0.846792589,0
28,86275,580,1,147324,3,0.384770928,0
22,87081,663,2,90261,3,0.456704483,1
26,49140,478,1,405222,3,0.233853726,0
48,145139,537,1,249443,0,0.657195488,0
49,29327,434,0,225667,3,0.696245958,0
46,90663,579,2,338027,3,0.850153852,0
45,43331,318,0,37171,4,0.435780302,0
32,43004,670,0,33517,0,0.380158111,0
25,127369,411,2,160346,2,0.708260552,0
